Date,Close,High,Low,Open,Volume,macd,macds,macdh,rsi_14,boll,boll_ub,boll_lb
2013-01-03,16.437063217163086,16.666593867668798,16.403710063200222,16.612319086808803,352965200,-0.004714256677868178,-0.0026190314877045434,-0.002095225190163635,0.0,16.542123794555664,16.839279981394327,16.244967607717
2013-01-04,15.979208946228027,16.331843486399165,15.943732875445635,16.28151015117326,594333600,-0.02020493227068343,-0.009826367874171299,-0.01037856439651213,0.0,16.354485511779785,17.037602194086123,15.67136882947345
2013-01-07,15.885218620300293,16.04895139099261,15.621424775090416,15.827608042100668,484156400,-0.030148708530209234,-0.016710629614021547,-0.013438078916187687,0.0,16.237168788909912,16.96607917425846,15.508258403561364
2013-01-08,15.927968978881836,16.127482246596706,15.804866598152078,16.046221494044374,458707200,-0.03321616645581571,-0.021620653662627616,-0.011595512793188094,6.168488081540559,16.1753288269043,16.864506873869555,15.486150779939042
2013-01-09,15.67902946472168,15.91886860638848,15.645371893308724,15.842762173920953,407604400,-0.04508057054789205,-0.027979595484680816,-0.017100975063211236,4.447912588115088,16.092612266540527,16.83029906250274,15.354925470578316
2013-01-10,15.87338924407959,16.03136042044743,15.631122728135676,16.02620612380784,601146000,-0.043108005812088734,-0.03180819254928535,-0.011299813262803382,22.600224553312955,16.06129469190325,16.754798097989582,15.367791285816915
2013-01-11,15.776061058044434,15.928272337845037,15.737249181556239,15.797285493338608,350506800,-0.04572113104781472,-0.03515173330334841,-0.01056939774446631,20.50001398170707,16.0256404876709,16.698633337995386,15.352647637346411
2013-01-14,15.213606834411621,15.387952633108867,15.115365877049365,15.24180406838256,734207600,-0.07474040601107035,-0.04429691309925025,-0.0304434929118201,12.988337363383792,15.935414526197645,16.765697925387474,15.105131127007814
2013-01-15,14.733624458312988,15.12992086398431,14.656607936635492,15.108999237860527,876772400,-0.11896209036153671,-0.06102624711359423,-0.05793584324794248,9.716366621579297,15.81523551940918,16.906332923448907,14.724138115369453
2013-01-16,15.345196723937988,15.446773465041355,14.933134694196731,14.998020869684742,690804800,-0.11666717365466184,-0.0732001639120824,-0.04346700974257944,32.908096295128104,15.772504719820889,16.845717058952346,14.699292380689432
2013-01-17,15.241801261901855,15.486493551934156,15.222094130779128,15.47315196990292,453678400,-0.11907703392499869,-0.08305259158921766,-0.03602444233578103,31.437768385508406,15.72827943166097,16.79643629093745,14.660122572384493
2013-01-18,15.160541534423828,15.227853448469492,15.051384759647457,15.115665305739563,472922800,-0.12387485914849705,-0.09169200169446581,-0.03218285745403124,30.292251330293396,15.684607285719652,16.75468040576146,14.614534165677846
2013-01-22,15.30517578125,15.399473689823544,15.0583621424376,15.29880861183556,461546400,-0.11747477223862646,-0.09708577652923533,-0.020388995709391122,34.84308363630895,15.65750503540039,16.705411999221273,14.609598071579509
2013-01-23,15.585341453552246,15.615055988236866,15.305174684153906,15.427671436485648,861509600,-0.09452379470275929,-0.09655469437169965,0.002030899668940364,42.65304056460475,15.652694129943848,16.663169926791827,14.64221833309587
2013-01-24,13.659649848937988,14.121439617043299,13.652068189626096,13.947699465208268,1460852400,-0.19271323328301548,-0.11634340483566055,-0.07636982844735493,22.600664928774123,15.528128862380981,16.923136732177323,14.13312099258464
2013-01-25,13.337636947631836,13.833386221469025,13.189669926463386,13.695729413308143,1208026400,-0.2851324363112777,-0.15087888091683518,-0.13425355539444253,20.836602461099233,15.399276396807503,17.117828158649697,13.680724634965308
2013-01-28,13.639328002929688,13.74181314398456,13.215743048713067,13.275475713799601,785517600,-0.33338867775459136,-0.1880504639951882,-0.14533821375940315,26.615819907454053,15.301501486036512,17.163759456696216,13.439243515376807
2013-01-29,13.895242691040039,13.953763318121796,13.70876820828659,13.90221710485451,571158000,-0.35000235716526795,-0.22091446276557608,-0.12908789439969187,31.203849497761055,15.227487865247225,17.14885900053255,13.3061167299619
2013-01-30,13.851581573486328,14.026534598064814,13.780933851266893,13.856735871181032,417155200,-0.361429758378101,-0.24934530720759443,-0.11208445117050655,30.849480324971125,15.158692550659179,17.127446572626326,13.189938528692032
2013-01-31,13.810951232910156,13.925867943910015,13.795488339787568,13.856130279733932,319334400,-0.36861506365811003,-0.2734213205256947,-0.09519374313241535,30.50232723551362,15.016880893707276,16.942309170433518,13.091452616981034
2013-02-01,13.754246711730957,13.9319282403083,13.594455432754641,13.920709589942993,539484400,-0.3735893479358001,-0.2936038467662439,-0.07998550116955622,29.995016336161157,14.88274006843567,16.764900291909495,13.000579844961846
2013-02-04,13.411619186401367,13.824592000702689,13.401916219465148,13.763040018691237,477117200,-0.39629559907119294,-0.3142641541561636,-0.08203144491502934,27.065800710783236,14.754360580444336,16.67155867570733,12.837162485181343
2013-02-05,13.882205963134766,13.939816533792817,13.408590298943695,13.46407794023354,573347600,-0.37690209484453696,-0.3268511828562907,-0.05005091198824624,36.27115374596554,14.65420994758606,16.531528378541825,12.776891516630293
